的,dik7
薶,wo1
薶,maai4
蘤,fa1
蘤,wai5
薸,piu1
薷,jy4
薾,ji5
藷,dzy1
藷,sy4
藫,taam4
藭,kung4
藨,biu1
藚,dzuk9
藬,toey4
藸,dzy1
藸,tsy4
藘,loey4
藟,loey5
藣,bei1
藑,king4
藦,mo4
蔺,loen6
茏,lung4
藿,fok8
蘁,ng6
蘁,ngok9
藾,laai6
蘀,tok8
苈,lik9
蕲,kei4
蘉,mong4
蘅,hang4
蘌,jy5
蘗,paak8
蘗,baak9
蘘,joeng4
蘦,ling4
蘜,guk7
蘧,koey4
蘮,gai3
蘡,jing1
蘠,tsoeng4
蘩,faan4
蔹,lim4
蔹,lim5
蔹,lim6
蘥,joek9
蘴,fung1
蘵,dzik7
蘲,loey4
蓠,lei4
虀,dzai1
蘹,waai4
蘼,mei4
蘱,loey6
蘾,waai6
虆,loey4
虇,hyn2
虈,hiu1
虌,bit8
虋,mun4
虍,fu1
虓,haau1
虒,si1
虙,fuk9
虖,fu1
虖,fu4
虡,goey6
虢,gwik7
虣,bou6
虤,ngaan4
虩,gwik7
虩,hik7
虬,kau4
虮,gei2
虮,kei4
虻,mong4
虺,wai2
虺,fui1
虷,gon1
虷,hon4
虼,gat7
虼,gok8
蚢,hong4
蚨,fu4
蚖,jyn4
蚍,pei4
蚑,kei4
蚋,joey6
蚡,fan4
蚧,gaai3
蚕,tsaam4
蚘,wui4
蚝,hou4
蚵,ho4
蚿,jin4
蚷,goey6
蛁,diu1
蛅,jim4
蛅,dzim1
蚺,jim4
蚺,naam4
蚰,jau4
蚹,fu6
蚳,tsi4
蛌,gu2
蚴,jau3
蚻,dzaat8
蛘,joeng4
蛘,joeng5
蛓,tsi3
蛣,kit8
蛚,lit9
蛜,ji1
蛬,gung2
蛩,kung4
蛑,mau4
蚬,hin2
蜊,lei4
蜋,loeng4
蜋,long4
蛷,kau4
蜌,bai6
蝍,dzik7
蛸,saau1
蛸,siu1
蜎,jyn1
蜍,sy4
蜅,fu2
蜩,tiu4
蜣,goeng1
蜨,dip9
蝀,dung1
蝀,dung2
蝀,dung3
蜞,kei4
蜡,laap9
蜡,dza3
蜡,tsa3
蝃,dai3
蝃,dzyt8
蜾,gwo2
蜭,ham5
蜼,wai6
蜼,wai2
蜼,loey5
蜺,ngai4
蜱,pei4
蝂,baan2
蜚,fei1
蜚,fei2
蜰,fei4
蜑,daan6
蜑,daan2
蝤,tsau4
蝤,jau4
蝤,jau1
蝳,doi6
蝘,jin2
蝔,gaai1
蝛,wai1
蝡,jyn5
蝡,jy4
蝑,soey1
蝐,mui6
蝐,mou6
蝝,jyn4
蝯,jyn4
蝜,fu6
蝻,naam4
螗,tong4
螓,tsoen4
螒,hon6
螘,ngai5
螇,hai4
螣,tang4
螣,dak9
蛳,si1
螔,ji4
螉,jung1
螳,tong4
螾,jan5
螭,tsi1
蟅,dze3
螹,dzim6
螵,piu1
螮,dai3
蟉,lau4
蟊,maau4
螿,dzoeng1
螲,dit8
螲,dit9
螲,dzat7
螲,dzat9
蟧,lou4
蟢,hei2
蟛,paang4
蟫,taam4
蟪,wai6
蟥,wong4
蟟,liu4
蟔,mat9
蟜,giu2
蟓,dzoeng6
蟭,dziu1
蟘,dak9
虮,gei2
蟙,dzik7
蠁,hoeng2
蠁,hoeng3
蟴,si1
蟨,kyt8
蟝,koey4
蟾,sim4
蟺,sin6
蠃,lo2
蠃,lo4
蠃,lo5
蛏,tsing1
蟷,dong1
蠉,hyn1
蠌,dzaak9
蠋,dzuk7
虿,tsaai3
蟼,ging2
蟿,kai3
蠊,lim4
蠙,pan4
蠙,ban1
蠓,mung5
蠖,wok9
蠡,lai5
蠝,loey5
蠛,mit9
蠜,faan4
蠜,faan6
蠨,siu1
蠦,lou4
蠪,lung4
蠥,jip9
蠥,jit9
蠰,joeng6
蠲,gyn1
蠮,jit9
蠸,kyn4
蠼,koey4
蠵,kwai4
蠼,fok8
蠼,koey4
衁,fong1
衃,pui1
衃,fau4
衄,nuk9
衈,ji6
衈,nei6
衊,mit9
衋,sik7
衋,hik7
衎,hon3
衕,tung4
衕,dung6
衚,wu4
衢,koey4
衧,jy1
衪,ji4
衭,fu1
衭,fu3
衵,jat9
衵,nik7
衵,nik9
袀,gwan1
衱,git8
袢,paan3
袢,faan4
袚,fat7
袑,siu6
袟,dit9
袘,ji4
袧,gau1
袙,paak8
袛,dai1
袛,dzi1
袗,tsan2
袗,dzan2
袌,pou5
袌,paau3
袺,git8
裀,jan1
袾,dzy1
袼,gok8
袼,gaak8
袷,gaap8
袷,hap7
袷,gip8
袽,jy4
裉,kang3
里,loey5
裒,pau4
裒,fau4
袲,ji4
裖,dzan3
裋,sy6
裎,tsing4
裞,soey3
裌,gaap8
裴,pui4
褚,tsy5
褚,tsy2
褚,dzy2
裯,tsau4
裯,dou1
裛,jap7
裷,gwan2
裷,kwan2
裧,sim4
裲,loeng5
裺,jim2
裾,goey1
裼,sik8
裼,tai3
裼,tik7
褕,jy4
裻,duk7
褌,gwan1
褋,dip9
褘,fai1
褘,wai4
褙,bui3
褖,toen3
褎,jau6
褎,dzau6
褞,wan1
褞,wan2
褦,naai6
褦,noi6
褦,le5
褯,dzik9
褟,taap8
褟,daap8
褰,hin1
褭,niu5
褧,gwing2
褱,waai4
褢,waai4
褵,lei4
褼,sin1
褾,biu2
襒,bit9
褷,si1
襂,sam1
褽,wai3
襋,gik7
襏,but9
襏,but8
襌,daan1
襆,buk9
襐,dzoeng6
裥,gaan2
襢,taan2
襢,daan6
襚,soey6
襛,nung4
襗,dzaak9
襗,dok9
襡,suk9
襜,tsim1
襜,dzim1
襜,sim4
襘,kui3
襘,kui2
裣,lim5
裣,lim6
襞,bik7
襣,bei6
襦,jy4
襭,kit8
襮,bok8
襮,buk9
襮,buk7
襫,sik7
襱,lung4
襶,daai3
襶,de2
襴,laan4
襳,sam1
襳,sim1
襹,si1
襺,gaan2
襼,ngai6
襼,mai3
襻,paan3
襾,a3
覂,fung2
覂,fung3
覈,hat9
覕,pit8
觇,dzim1
觇,tsim1
覗,dzi6
覜,tiu3
覛,mak9
覛,mik9
觋,hat9
覤,gwik7
觏,gau3
觏,kau3
覶,lo4
觌,dik9
觖,kyt8
觕,tsou1
觝,dai2
觚,gu1
觟,wa6
觟,haai5
觟,haai6
觥,gwang1
觡,gaak8
觜,dzi1
觜,dzoey2
触,dzuk7
触,tsuk7
觩,kau4
觰,dza1
觱,bit7
觱,bat7
觞,soeng1
觯,dzi3
觯,dzi1
觷,hok9
觺,ji4
觼,kyt8
觻,luk9
觿,kwai4
觿,fai1
訄,kau4
讧,hung4
讧,hung3
讧,hung6
訑,ji4
訑,daan3
訒,jan6
訧,jau4
訬,tsaau2
訬,miu5
詖,bei3
詖,bei1
詖,pei4
讵,goey6
詍,jai6
訹,soet7
訹,dzoet7
詀,dzaam1
詀,tsip8
詀,dzim1
詗,hing3
詗,gwing2
詘,wat7
詘,dzoet7
詄,dit9
詅,ling4
诒,ji4
诒,toi5
诒,doi6
詏,aau2
詻,ngaak9
詻,ngaak8
訾,dzi2
訾,dzi1
訾,tsi1
詶,tsau4
诓,hong1
诓,gwaang6
诓,gwong6
诖,gwa3
诖,wa6
訿,dzi2
誂,diu3
誂,tiu5
誂,tiu1
诜,san1
诜,saang2
誃,tsi2
诰,gou3
誙,hang1
誋,gei6
诶,e6
诶,ei6
誖,bui6
誖,bui3
谇,soey6
谇,soey3
諆,hei1
諓,dzin6
諓,dzin2
諓,dzin3
诼,doek8
諔,tsuk7
諕,haak8
誻,daap9
誻,taap8
谂,sam2
谂,nam2
誾,ngan4
諃,tsam1
谌,sam4
谖,hyn1
喧,hyn1
諲,jan1
諴,haam4
諵,naam4
諝,soey1
谔,ngok9
諟,si6
諰,saai2
諰,si2
諈,dzoey6
諡,si3
諡,si6
謏,siu2
謏,sau2
謞,hok9
谡,suk7
謑,hai5
謋,waak9
謋,faak8
謒,tsoeng1
謕,tai4
謇,gin2
謇,hin1
謍,jing4
謈,bok9
謆,sin3
谥,si3
谥,si6
谟,mou4
謣,jy4
謰,lin4
謼,fu1
謱,lou4
謱,loey5
謷,ngou4
謷,ngou6
謦,hing3
謻,tsi2
譆,hei1
谯,tsiu4
谯,dziu6
谯,tsiu3
譈,doey6
譊,naau4
譓,wai6
谮,dzam3
谮,tsam3
撰,dzaan6
譒,bo3
噪,tsou3
谵,dzim1
譨,nung4
譥,giu3
譸,dzau1
譅,sap7
譺,jik9
谫,dzin2
讆,wai6
讅,sam2
宴,jin3
讋,dzip8
讔,jan2
谰,laan4
谰,laan5
讘,dzip8
讘,jip9
讙,fun1
谳,jin6
谳,jin5
谳,jit9
谠,dong2
讟,duk9
谹,wang4
谻,goek8
谼,hung4
谽,ham1
谽,ham4
豂,liu4
豇,gong1
豊,lai5
豊,fung1
豏,haam5
豏,hin3
豕,tsi2
豖,tsuk8
豗,fui1
豜,gin1
豝,ba1
豤,han2
豦,koey4
豨,hei1
豨,hei2
豭,ga1
豳,ban1
豲,jyn4
豲,wun4
豵,dzung1
豷,ai3
豷,ji3
豶,fan4
豻,hon4
豻,ngon6
豻,hon6
貊,mak9
貆,wun4
貆,fun1
貆,hyn1
貅,jau1
貍,lei4
貒,toen1
貒,tyn1
貐,jy5
貕,hai4
貔,pei4
貙,sy1
貙,tsoey1
貙,koey1
貘,mok9
貘,mak9
貜,fok8
貜,gwok8
貤,ji4
貤,ji6
貣,tik7
贲,ban1
贲,bei3
贶,fong3
贳,sai3
赀,dzi1
賌,goi1
赇,kau4
賏,jing1
賥,soey6
周,dzau1
賨,tsung4
赕,daam6
賵,fung3
賮,dzoen2
賰,tsoen2
赙,fu6
赜,dzaak8
赜,dzaak9
贽,dzi3
贇,wan1
贉,taam5
赆,dzoen2
赆,dzoen6
贔,bei6
赝,ngaan6
贕,duk9
赨,tung4
赩,sik7
赩,hik7
赬,tsing1
赮,ha4
赯,tong4
赶,gon2
趌,gat9
趎,dzy1
趍,tsoey1
趖,so1
趠,tsoek8
趡,tsoey2
趬,hiu1
趪,wong4
趭,dziu3
趫,kiu4
趮,tsou3
趯,tik7
趷,gat9
趼,gin2
跂,kei4
跂,kei5
趹,kyt8
跁,pa1
跆,toi4
跇,jai6
跖,dzek8
跏,ga1
跕,dip9
跕,tip8
跕,dit8
跕,dim2
跙,dzoey1
跈,nin2
跗,fu1
跅,tok8
跰,pin4
跬,kwai2
跱,tsi5
跱,si6
跱,dzi6
跮,tsi3
跮,dzi3
跐,tsi2
跐,tsaai2
跐,tsoi2
跐,tsi1
跩,jai6
跣,sin2
跧,tsyn4
跲,gaap8
跴,tsaai2
跴,tsoi2
跴,tsai2
跼,guk9
跿,tou4
跽,gei6
踊,jung2
踆,tsyn1
踆,soen1
踆,tsoen1
踡,kyn4
踠,jyn2
踣,baak9
踣,fau6
踥,tsip8
踥,sip8
踤,dzoet7
踤,soey6
踕,dzit9
踛,luk9
踖,dzik7
踑,gei1
踑,kei1
踦,gei2
踦,kei1
踦,ji2
踧,tsuk7
踧,dik9
踧,dzuk7
踔,tsoek8
踒,wo1
踘,guk7
踳,tsyn2
踸,tsam2
蹀,dip9
蹅,tsa1
踶,dai6
踶,tsi4
踶,dzi6
踶,tai4
踽,goey2
蹁,pin4
蹎,din1
蹍,dzin2
蹐,dzik8
蹐,dzek8
跸,bat7
蹜,suk7
蹢,dzaak9
蹢,dik7
蹢,dzik9
蹠,dzek8
蹠,dzik8
蹞,kwai2
糟,dzou1
蹛,daai3
蹛,dzai6
蹡,tsoeng1
蹡,tsoeng3
蹝,saai2
蹔,dzaam6
蹼,buk9
蹼,pok8
蹼,buk7
蹸,loen4
蹸,loen6
蹳,but9
蹯,faan4
蹻,giu2
蹻,goek8
蹻,hiu1
蹻,kiu3
趸,dan2
躆,goey3
躈,kiu3
踬,dzi3
躔,tsin4
跹,sin1
跞,lik7
跞,lok8
躘,lung4
躞,sip8
躞,sit8
躟,nong5
躠,sit8
躝,laan4
躝,laan1
躤,dzik9
躣,koey4
躜,dzyn1
躩,fok8
躩,gwok8
躩,kwok8
躽,jin2
軏,jyt9
軑,daai6
軑,dai6
軓,faan4
軘,tyn4
軜,naap9
軗,guk7
轲,o1
轲,ho2
軯,paang1
軷,bat9
轺,jiu4
轵,dzi2
軮,ong3
軥,koey4
軵,jung5
軵,fu2
軧,dai2
軨,ling4
軶,aak7
軶,ak7
轸,tsan2
轸,dzan2
軱,gu1
軬,faan6
軬,faan5
軿,ping4
輁,gung2
輀,ji4
辂,lou6
辁,tsyn4
輈,dzau1
輂,guk7
輂,guk9
輋,tse4
輋,se4
輐,wun6
辋,mong5
輬,loeng4
輘,ling4
輠,gwo2
輠,wui6
輣,pang4
輣,paang4
輖,dzau1
輗,ngai4
輶,jau4
輵,got8
輲,syn4
輹,fuk7
輷,gwang1
輴,tsoen1
毂,guk7
轃,dzoen1
轀,wan1
轇,gaau1
轈,tsaau4
轒,fan4
轑,lou5
轏,dzaan6
轐,buk9
轐,pok8
轓,faan1
轙,ngai5
轖,sik7
轗,ham2
轕,got8
轘,waan6
轘,waan4
轚,gik7
轞,haam5
轞,laam6
轛,doey3
轝,jy4
轠,loey4
轹,lik7
轹,lik9
轣,lik9
辴,tsan2
迆,ji5
迆,ji4
辿,tsaam1
迒,hong4
迒,gong1
迋,wong6
迋,gwong3
迋,kwaang3
迍,dzoen1
迍,tyn4
迕,ng6
迣,lai6
迣,lit9
迮,dzaak8
逅,hau6
迾,lit9
迾,laat9
适,sik7
适,kut8
迿,soen6
迻,ji4
逄,pong4
逖,tik7
逤,sa1
逋,bou1
逌,jau4
逭,wun6
逴,tsoek8
逯,luk9
遒,tsau4
逿,dong6
逿,tong4
遄,tsyn4
遉,dzing1
遘,gau3
遢,taap8
遢,taat8
遝,daap9
遰,dai6
遰,sai6
遰,dai3
遯,doen6
遶,jiu5
遹,wat9
遹,loet9
遹,jyt9
遻,ng6
邆,tang4
邅,dzin1
遾,sai6
邋,laap9
邋,laat9
邋,lip9
邍,jyn4
邙,mong4
邗,hon4
邘,jy4
邘,jy1
邛,kung4
邢,jing4
邟,kong3
邡,fong1
邥,sam2
邧,jyn4
邠,ban1
邶,bui3
邲,bei3
邴,bing2
邯,hon4
邯,ham4
邳,pei4
郃,hap9
郃,gap8
郱,ping4
邽,gwai1
邿,si1
郕,sing4
郅,dzat9
郅,dzat7
邾,dzy1
郇,soen1
郋,hai4
郈,hau6
郈,hau5
郝,kok8
郢,jing5
郢,tsing2
郖,dau6
郖,dau1
郠,gang2
郙,fu2
郚,ng4
郏,gaap8
郘,loey5
郛,fu1
郗,tsi1
郗,hei1
郜,gou3
邕,jung1
郯,taam4
郪,tsai1
郰,dzau1
郴,sam1
郴,tsam1
郲,loi4
郳,ngai4
郔,jin4
郫,pei4
郾,jin2
郓,wan6
鄬,wai4
鄄,gyn3
郿,mei4
郼,ji1
郹,gwik7
鄀,joek9
鄇,hau6
鄅,jy5
鄃,sy1
鄗,haau1
鄗,hou6
鄗,hok8
鄐,tsuk7
鄍,ming4
鄏,juk9
鄑,dzi1
郧,wan4
鄋,sau1
鄎,sik7
鄘,jung4
鄞,ngan4
鄣,dzoeng1
鄜,fu1
鄠,wu6
鄢,jin1
鄟,dzyn1
鄝,liu5
鄚,mok9
鄤,maan6
鄡,hiu1
鄛,tsaau4
鄯,sin6
鄫,tsang4
鄩,tsam4
鄪,bei3
郸,daan1
鄦,hoey2
鄮,mau6
邺,jip9
鄳,maang5
鄳,maang4
鄵,tsou3
郐,kui2
郐,kui3
鄹,dzau1
鄾,jau1
酀,jin3
酃,ling4
酆,fung1
酅,kwai4
郦,lik9
酇,dzaan3
酇,tso4
酇,dzyn2
酉,jau5
酎,dzau6
酏,ji4
酖,daam1
酖,dzam6
酘,tsau4
酕,mou4
酡,to4
酤,gu1
酟,tim1
酢,dzok9
酢,tsou3
酩,ming5
酴,tou4
酺,pou4
酲,tsing4
酹,laai6
酹,loey6
酹,loi6
酹,lyt8
酳,jan6
酳,jan2
酳,soen3
醅,pui1
盏,dzaan2
醊,dzyt8
醊,dzoey3
醁,luk9
醄,tou4
醓,taam2
醓,taam5
醑,soey2
醢,hoi2
醟,wing6
醡,dza3
醝,tso4
醠,ong3
醨,lei4
醥,piu5
醧,jy3
醯,hei1
醪,lou4
醱,put8
醰,taam4
醭,pok8
醭,buk9
醷,jik7
醵,goey6
醵,koek9
醵,kek9
醲,nung4
醳,jik9
醳,sik7
醹,jy5
醹,jy4
醼,jin3
醾,mei4
醽,ling4
釂,dziu3
酾,si1
钇,jyt8
钇,jyt9
钆,ga1
钆,kau4
钆,gaat8
钊,tsiu1
钊,dziu1
钋,pok8
钌,liu5
钌,liu6
钌,liu4
釢,naai5
釚,kau4
钏,tsyn3
钏,tsyn1
釭,gong1
釭,gung1
釬,hon6
釱,daai6
釱,dai6
钕,noey5
钤,kim4
鈇,fu1
钫,fong1
钬,fo2
鈃,gin1
鈃,jing4
鈌,kyt8
鈒,kap7
鈒,dzaap9
釿,gan1
釽,pik7
鈆,jyn4
钭,dau2
钪,kong3
鈜,wang4
鈅,joek9
钹,bat9
钹,but9
铉,jyn5
铍,pei1
铍,pei4
钿,tin4
钿,din6
铊,ta1
铊,si1
铊,to4
鉒,dzy3
铈,si5
钰,juk9
钲,dzing1
钲,dzing3
钶,ko1
钶,ho1
钶,a3
鉥,soet9
钺,jyt9
铳,tsung3
铌,nei6
钽,taan2
钽,daan3
鉏,tsoey4
鉏,dzoey6
鉏,tso4
鉠,joeng1
鉧,mou5
鉌,wo4
鉼,beng2
鉼,ping4
铱,ji1
铱,ji2
鉶,jing4
銛,tsim1
铒,ji5
铑,lou5
铕,jau5
铟,jan1
铫,diu6
铫,jiu4
铫,siu6
铯,sik7
銗,hong6
銗,hau4
铪,hap9
铪,ha1
铷,jy4
铷,jy6
铖,sing4
銎,kung4
銕,tit8
銙,kwa1
銧,gwong1
铥,diu1
銋,jam4
锂,lei5
鋐,wang4
锒,long4
鋄,faan6
鋀,dau6
鋙,jy5
鋙,ng4
銶,kau4
铗,gaap8
铽,tik7
锓,tsim1
锓,dzim1
锓,tsam2
鋘,ng4
鋘,wa4
鋩,mong4
鋗,hyn1
锊,lyt8
锊,lyt9
铤,ting5
铤,ting2
锆,gou3
鋂,mui4
锇,ngo4
鋊,juk9
鋊,guk7
鋈,juk7
锔,guk9
锔,goey3
鋍,but9
鋕,dzi3
鋧,jin6
鋧,hin2
鋑,dzoen3
鋆,wan4
鋆,gwan1
錡,kei4
錧,gun2
錞,doey6
錞,soen4
锬,taam4
锬,tsim1
锬,taan2
锖,tsoeng1
铼,loi4
锛,ban1
錣,dzoey3
錣,dzyt8
锕,a3
锕,o1
锞,gwo2
锞,fo3
钔,mun4
錭,diu1
錍,pai1
鋋,sin4
鋋,jin4
鋹,tsong2
錤,gei1
錩,tsoeng1
錔,daap9
錔,taap8
锲,kit8
鍚,joeng4
锷,ngok9
鎡,dzi1
鍖,dzam1
锴,kaai2
锴,gaai1
针,dzam1
针,kim4
鍉,si4
鍉,dik7
鍉,dik9
鍑,fu3
鍑,fuk7
鍠,wong4
鍭,hau4
鍪,mau4
鍱,jip9
鍧,gwang1
顉,ham6
顉,jam1
锼,sau1
锼,sau2
锼,suk7
鎔,jung4
镒,jat9
鎌,lim4
鎒,nau6
鎷,ma5
鎛,bok8
鎝,saap8
鎉,taap8
鎞,bai1
鎞,pei1
鎞,bei6
鎙,sok8
鎍,sok8
鎲,tong2
鎣,jing4
镝,dik7
镝,dik9
镞,dzuk9
镛,jung4
镟,syn4
鏏,soey6
鏏,wai6
鏂,au1
鏚,tsik7
鏐,lau4
镪,koeng5
镆,mok9
鏙,tsoey1
铩,saat8
鏦,tsung1
鏊,ngou6
鏊,ngou4
鏮,hong1
鏒,sam3
铙,naau4
铙,naau6
铴,tong1
铴,tong3
铴,tong2
镦,doen1
镦,doey6
鏻,loen4
鐏,dzyn3
鐏,dzoen1
镡,taam4
镡,tsam4
镡,jam4
鏾,sin3
鐕,dzaam1
鐨,fai3
鐍,kyt8
鐀,gwai6
镤,buk9
镤,pok8
鐇,faan4
鐎,dziu1
鐎,tsiu4
鐖,gei1
铹,lou4
鏺,put8
镱,ji3
鐻,koey4
鐻,goey3
鐻,goey6
鐽,daat9
鑀,oi3
镔,ban1
鑐,soey1
鑐,jau4
鑋,hing1
镳,biu1
鑢,loey6
鑕,dzat7
鑞,laap9
鑪,lou4
鑫,jam1
鑨,lung4
鑮,bok9
鑮,bok8
镧,laan4
鑱,tsaam4
鑴,kwai4
鑵,gun3
钂,tong2
钃,suk9
镺,ou2
镼,gwat9
镼,wat7
闫,jim4
閈,hon6
闳,wang4
闶,kong3
閟,bei3
閜,ha1
閜,ho2
阆,long5
阆,long6
阃,kwan2
阏,aat8
阏,jin1
闍,dou1
闍,se4
闍,dze1
阈,wik9
阈,kwik7
阊,tsoeng1
阌,man4
閵,loen6
暗,am1
暗,am3
闉,jan1
阒,gwik7
阒,kwik7
闅,man4
閷,saat8
閷,saai3
阗,tin4
闒,taap8
闓,hoi2
闓,hoi1
闑,jit9
闚,kwai1
闛,tong1
闛,tong4
闛,tsoeng1
阚,haam2
阚,ham3
闠,kui2
闠,gwai6
闠,wui6
闼,taat8
闤,waan4
阞,lak9
阤,dzi6
阤,to4
阣,ngat9
阬,haang1
阰,pei4
阯,dzi2
陂,bei1
陂,po1
陂,pei4
陂,bei3
阹,koey1
阽,jim4
阽,dim3
阼,dzou6
阺,dai2
陔,goi1
陏,do6
陑,ji4
陓,jy1
陓,wu1
陊,do6
陟,dzik7
陴,pei4
陬,dzau1
陼,dzy2
陭,ji2
陭,kei1
陫,fei2
陲,soey4
陾,jing4
隈,wui1
陧,nip9
陧,jit9
隃,jy4
隒,jim2
隑,goi1
隑,kei4
隗,ngai5
隗,kwai4
隞,ngou4
隤,toey4
隩,juk7
隩,ou3
隮,dzai1
隳,fai1
隹,dzoey1
隼,dzoen2
雈,wun4
雊,gau3
雎,dzoey1
雒,lok8
雔,tsau4
雔,sau4
雚,fun2
雚,gun3
雚,wun4
巂,soey5
巂,soey2
巂,kwai1
雘,wok8
雝,jung1
雥,dzaap9
雱,pong4
雱,pong1
雰,fan1
雺,mung4
霅,dzip8
霅,saap8
霅,dzaap9
霈,pui3
霂,muk9
沾,dzim1
霒,jam1
霝,ling4
霙,jing1
霤,lau6
霣,wan5
霢,mak9
霪,jam4
霩,gwok8
霫,dzap9
霨,wai3
霮,daam6
霿,mung6
靆,doi6
靉,oi2
靉,oi3
靪,ding1
靬,gin1
靮,dik7
靳,gan3
靷,jan5
靸,saap8
靸,taat8
靲,kam4
靽,bun3
靺,mut9
靾,jai6
靾,sit8
鞃,wang4
鞀,tou4
靻,dzou2
鞄,baau6
鞄,pok8
鞄,paau4
鞁,bei6
鞁,pei5
鞈,gaap8
鞙,jyn5
鞙,gyn1
鞗,tiu4
鞔,mun4
鞔,mun6
鞚,hung3
鞜,daap9
鞞,bing2
鞞,pei4
鞞,bei2
鞝,dzoeng2
鞝,soeng5
秋,tsau1
鞬,gin1
鞮,dai1
鞨,hot8
鞫,guk7
鞤,bong1
鞪,mau4
鞪,mou6
鞥,ang1
鞳,daap9
鞶,pun4
鞹,kwok8
鞻,lau4
鞿,gei1
韄,wu6
韄,waak9
韅,hin2
千,tsin1
韇,duk9
鞯,dzin1
韎,mui6
韎,mut9
韍,fat7
韐,gaap8
韏,gyn3
韔,tsoeng3
韗,wan6
韘,sip8
韬,tou1
韝,gau1
韝,kau1
韫,wan2
韫,wan3
韡,wai5
韣,duk9
韰,haai6
韽,am1
頀,wu6
頄,kwai4
頄,kau4
颃,hong4
颃,kong3
頍,kwai2
頖,pun3
頫,fu2
頞,aat8
頩,ping1
頠,ngai5
頵,wan1
頵,gwang1
頯,kwai4
頲,ting5
顄,ham5
颛,dzyn1
顐,wan6
顑,ham2
顒,jung4
顜,gong2
颡,song2
顗,ngai5
顠,piu5
顣,tsuk7
顣,dzuk7
颢,hou6
顪,fui3
顩,jim5
颞,nip9
颩,biu1
颬,ha1
颭,dzim2
飑,paau1
飑,biu1
颲,lit9
飓,goey6
颺,joeng4
颸,si1
颿,faan4
颽,hoi2
颻,jiu4
飁,dzaap9
飂,lau4
飂,liu4
飂,luk9
飉,liu4
飀,lau4
飌,fung1
飣,ding3
飥,tok8
饫,jy3
飶,bit9
飶,bit7
飶,bei3
餂,tim5
餈,tsi4
飺,tsi1
哺,bou1
哺,bou3
餖,dau6
餗,tsuk7
餕,dzoen3
餤,daam6
餤,taam4
餟,dzyt8
餟,dzoey3
餩,ak7
餫,wan4
餫,wan6
餪,nyn5
饧,tsing4
饧,tong4
餲,aat8
餲,aai3
餭,wong4
餱,hau4
餽,gwai6
餮,tit8
饁,jip8
饁,jip9
饩,hei3
餺,bok8
饇,jy3
饐,ji3
饎,tsi3
饙,fan1
饘,dzin1
饛,mung4
饷,hoeng2
饡,dzaan3
馗,kwai4
馘,gwik7
馘,gwok8
馝,bit9
馝,bit7
馞,but9
馡,fei1
馯,hon4
馯,hon6
馲,tok8
馵,dzy3
駃,kyt8
馹,jat9
馹,jik9
馺,saap8
駂,bou2
馽,dzap7
驷,si3
駜,bat9
駜,bit7
駏,goey6
駓,pei1
驵,dzou2
驵,dzong2
驵,tsong2
駉,gwing1
骀,toi4
驳,bok8
駬,ji5
駤,dzi3
駰,jan1
駣,tou4
駪,san1
騂,sing1
駴,haai5
駷,sung2
駹,mong4
駸,tsam1
駽,hyn3
駽,hyn1
駽,gyn1
駾,toey3
駼,tou4
騃,ngoi4
騃,daai1
騃,ngaai6
骐,kei4
騋,loi4
騉,kwan1
騄,luk9
騑,fei1
騊,tou4
骓,dzoey1
騇,se3
骛,mou6
騕,jiu5
騤,kwai4
騢,ha4
騠,tai4
騧,wa1
騧,gwa1
騣,dzung1
騞,waak9
騞,faak8
騜,wong4
骞,hin1
騵,jyn4
騲,tsou2
騱,hai4
驺,dzau1
騩,gwai3
騩,gwai1
騩,kwai3
骝,lau4
骝,lau1
骘,dzat7
騹,kei4
骢,tsung1
骖,tsaam1
骜,ngou4
騺,dzi3
驎,loen4
驔,tim5
驌,suk7
骣,dzaan2
骣,tsan2
驈,wat9
驈,loet9
驈,jyt9
骅,wa4
驉,hoey1
驒,to4
驖,tit8
骥,kei3
驠,jin1
驨,kwai4
驦,soeng1
驩,fun1
驫,biu1
骭,gon3
骭,haan6
骫,wai2
骱,gaai3
骱,haai6
骳,bei6
骹,haau1
骹,gaau3
骿,pin4
骴,tsi1
骴,dzi6
骻,kwa3
骻,kwa2
骾,gang2
骾,kang2
髁,fo1
髀,bei2
髂,ka3
髇,haau1
髇,hou1
髊,dzi6
髊,tsi1
髆,bok8
髐,haau1
髑,duk9
髌,ban3
髌,pan5
髋,fun1
髟,biu1
髡,kwan1
髧,daam6
髧,dam3
髬,pei1
髫,tiu4
髳,mau4
髳,maau4
髲,bei6
髺,kut8
髾,saau1
髽,dza1
鬁,lei6
鬁,lei1
髼,pung4
鬈,kyn4
鬄,tik7
鬄,tai3
鬅,pang4
鬅,pung4
鬋,dzin1
鬋,dzin2
鬎,laat9
鬌,do2
鬌,do6
鬐,kei4
鬒,dzan2
鬑,lim4
鬘,maan4
鬖,saam1
鬙,dzang1
鬙,sang1
鬠,kui3
鬠,kut8
鬤,joeng5
鬩,jik7
鬩,hik7
鬫,haam2
鬫,haam3
阄,gau1
阄,kau1
鬯,tsoeng3
鬲,lik9
鬲,gaak8
鬳,gyn3
鬵,tsam4
鬵,tsim4
鬵,dzang6
鬵,dzang3
鬷,dzung1
鬺,soeng1
鬻,juk9
鬾,gei6
鬿,kei4
魃,baat9
魃,bat9
魉,loeng5
魍,mong5
魊,wik9
魌,hei1
魋,tsoey4
